scripCode,tickSize,instType,lotSize,companyName,indices,groupName,industry,isinCode,expiry,strike,multiplier,optionType,tradingSymbol
13290,1.0,EQ,0,B.L. KASHYAP & SONS LIMITED,0,NA,Construction / Contracting & Engineering,INE350H01032,,0.0,0.0,,BLKASHYAP
13298,1.0,BE,0,VISA STEEL LIMITED,0,NA,Steel,INE286H01012,,0.0,0.0,,VISASTEEL
13300,1.0,EQ,0,NITCO LIMITED,0,NA,Ceramics/Tiles/Sanitaryware,INE858F01012,,0.0,0.0,,NITCOLTD
13303,1.0,EQ,0,INDIABULLS ENTERPRISES LIMITED,0,NA,Finance & Investments,INE059901020,,0.0,0.0,,IEL
13305,5.0,EQ,0,CENTURY PLYBOARDS (INDIA) LIMITED,"26002,26011,26043,26066,26080,26081,26082",NA,Plywood/Laminates,INE348B01021,,0.0,0.0,,CENTURYPLY
13310,5.0,EQ,0,KEI INDUSTRIES LIMITED,"26002,26011,26043,26076,26077,26081,26082",NA,Cables - Power/Others,INE878B01027,,0.0,0.0,,KEI
13321,1.0,BZ,0,ORTEL COMMUNICATIONS LTD,0,NA,Entertainment & Media,INE849L01019,,0.0,0.0,,ORTEL
13323,5.0,SM,0,DOLLEX AGROTECH LIMITED,0,NA,NA,INE0JHH01011,,0.0,0.0,,DOLLEX
13332,5.0,EQ,0,SOLAR INDUSTRIES INDIA LIMITED,"26002,26011,26043,26076,26081,26082",NA,Industrial Explosives,INE343H01029,,0.0,0.0,,SOLARINDS
13340,5.0,SM,0,ARIHANT ACADEMY LIMITED,0,NA,NA,INE0NCC01015,,0.0,0.0,,ARIHANTACA
13341,5.0,BE,0,GALLANTT ISPAT LIMITED,0,NA,Steel - Sponge Iron,INE297H01019,,0.0,0.0,,GALLANTT
13342,1.0,EQ,0,VAKRANGEE  LIMITED,0,NA,IT Consulting & Software,INE051B01021,,0.0,0.0,,VAKRANGEE
13349,5.0,SM,0,UMA CONVERTER LIMITED,0,NA,NA,INE067901012,,0.0,0.0,,UMA
13352,1.0,EQ,0,MALU PAPER MILLS LTD.,0,NA,Paper & Paper Products,INE383H01017,,0.0,0.0,,MALUPAPER
13359,5.0,EQ,0,KFIN TECHNOLOGIES LIMITED,"26002,26011,26043,26080,26081,26082",NA,Finance & Investments,INE138Y01010,,0.0,0.0,,KFINTECH
13360,1.0,BZ,0,GANGOTRI TEXTILES LIMITED,0,NA,Textiles - Spinning - Cotton Blended,INE670B01028,,0.0,0.0,,GANGOTRI
13367,1.0,EQ,0,STL GLOBAL LIMITED,0,NA,Textiles - General,INE353H01010,,0.0,0.0,,SGL
13376,5.0,EQ,0,UTTAM SUGAR MILLS LTD,0,NA,Sugar,INE786F01031,,0.0,0.0,,UTTAMSUGAR
13381,5.0,EQ,0,KEWAL KIRAN CLOTHING LIMITED,"26011,26043",NA,Retail - Apparel/Accessories,INE401H01017,,0.0,0.0,,KKCL
13400,1.0,EQ,0,BHAGERIA INDUSTRIES LIMITED,0,NA,Dyes & Pigments,INE354C01027,,0.0,0.0,,BHAGERIA
13401,1.0,P1,0,ISPAT INDUSTRIES LIMITED - 0.01% CUMULATIVE REDEEMABLE PREFERENCE SHARES,0,NA,NA,INE136A04034,,0.0,0.0,,JSWISPATP1
13404,5.0,EQ,0,SUN TV NETWORK LIMITED,"26002,26007,26011,26035,26037,26043,26072,26076,26081,26082",NA,Entertainment & Media,INE424H01027,,0.0,0.0,,SUNTV
13409,5.0,EQ,0,GODAWARI POWER & ISPAT LIMITED,"26002,26011,26043,26080,26081,26082",NA,Steel - Sponge Iron,INE177H01021,,0.0,0.0,,GPIL
13414,5.0,EQ,0,R SYSTEMS INTERNATIONAL LTD.,"26011,26043",NA,IT Consulting & Software,INE411H01032,,0.0,0.0,,RSYSTEMS
13419,1.0,BZ,0,SUPREME INFRASTRUCTURE INDIA LTD,0,NA,Construction / Contracting & Engineering,INE550H01011,,0.0,0.0,,SUPREMEINF
13420,1.0,BZ,0,JET AIRWAYS (INDIA) LTD,0,NA,Airlines,INE802G01018,,0.0,0.0,,JETAIRWAYS
13423,1.0,EQ,0,ELIN ELECTRONICS LIMITED,"26011,26043",NA,Consumer Electronics,INE050401020,,0.0,0.0,,ELIN
13424,1.0,BE,0,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,0,NA,Finance & Investments,INE296H01011,,0.0,0.0,,EMKAY
13430,1.0,EQ,0,KELLTON TECH SOLUTIONS LIMITED,0,NA,IT Consulting & Software,INE164B01022,,0.0,0.0,,KELLTONTEC
13435,1.0,ZO,0,INDIABULLS HSG FIN LTD SEC RE NCD 8.90% SR.I,0,NA,NA,INE148I07NE4,,0.0,0.0,,IBULHSGFINZO
13436,5.0,EQ,0,LOKESH MACHINES LIMITED,0,NA,Engineering - General,INE397H01017,,0.0,0.0,,LOKESHMACH
13438,1.0,ZP,0,INDIABULLS HSG FIN LTD SEC RE NCD 9.30% SR.I,0,NA,NA,INE148I07NC8,,0.0,0.0,,IBULHSGFINZP
13441,1.0,EQ,0,BAL PHARMA LIMITED,0,NA,Pharmaceuticals,INE083D01012,,0.0,0.0,,BALPHARMA
13443,1.0,ZQ,0,INDIABULLS HSG FIN LTD SEC RE NCD 8.57% SR.II,0,NA,NA,INE148I07NR6,,0.0,0.0,,IBULHSGFINZQ
13448,1.0,ZR,0,INDIABULLS HSG FIN LTD SEC RE NCD 8.94% SR.II,0,NA,NA,INE148I07NQ8,,0.0,0.0,,IBULHSGFINZR
13451,5.0,EQ,0,RATNAMANI METALS AND TUBES LTD,"26002,26011,26034,26043,26080,26081,26082,26084",NA,Steel - Tubes/Pipes,INE703B01027,,0.0,0.0,,RATNAMANI
13453,1.0,ZS,0,INDIABULLS HSG FIN LTD SEC RE NCD SR.III,0,NA,NA,INE148I07NK1,,0.0,0.0,,IBULHSGFINZS
13457,5.0,EQ,0,KAMDHENU LIMITED,0,NA,Steel - Bright Bars,INE390H01012,,0.0,0.0,,KAMDHENU
13460,1.0,ZT,0,INDIABULLS HSG FIN LTD SEC RE NCD 9.05% SR.IV,0,NA,NA,INE148I07NI5,,0.0,0.0,,IBULHSGFINZT
13463,1.0,EQ,0,PIONEER EMBROIDERIES LTD,0,NA,Textiles - Hosiery/Knitwear,INE156C01018,,0.0,0.0,,PIONEEREMB
13465,1.0,ZU,0,INDIABULLS HSG FIN LTD SEC RE NCD 9.55% SR.IV,0,NA,NA,INE148I07NH7,,0.0,0.0,,IBULHSGFINZU
13471,5.0,ST,0,SHIV AUM STEELS LIMITED,0,NA,NA,INE719F01016,,0.0,0.0,,SHIVAUM
13477,1.0,ZV,0,INDIABULLS HSG FIN LTD SEC RE NCD 8.70% SR.V,0,NA,NA,INE148I07NP0,,0.0,0.0,,IBULHSGFINZV
13478,1.0,N1,0,TITAN INDUSTRIES LIMITED - SECURED REDEEMABLE NON CONVERTIBLE DEBENTURES (NCD),0,NA,Gems / Jewellery & Precious Metails,INE280A07025,,0.0,0.0,,TITANN1
13482,1.0,ZW,0,INDIABULLS HSG FIN LTD SEC RE NCD 9.16% SR.V,0,NA,NA,INE148I07NM7,,0.0,0.0,,IBULHSGFINZW
13484,1.0,ZX,0,INDIABULLS HSG FIN LTD SEC RE NCD SR.VI,0,NA,NA,INE148I07NL9,,0.0,0.0,,IBULHSGFINZX
13487,1.0,ZY,0,INDIABULLS HSG FIN LTD SEC RE NCD 9.80% SR.VII,0,NA,NA,INE148I07NG9,,0.0,0.0,,IBULHSGFINZY
13491,5.0,EQ,0,JK LAKSHMI CEMENT LIMITED,"26002,26011,26043,26080,26081,26082,26085",NA,Cement,INE786A01032,,0.0,0.0,,JKLAKSHMI
13492,1.0,ZZ,0,INDIABULLS HSG FIN LTD SEC RE NCD 8.94% SR.VIII,0,NA,NA,INE148I07NN5,,0.0,0.0,,IBULHSGFINZZ
13497,1.0,N0,0,INDIABULLS HSG FIN LTD SEC RE NCD 9.39% SR.VIII,0,NA,NA,INE148I07ND6,,0.0,0.0,,IBULHSGFINN0
13500,1.0,BE,0,PRIME FOCUS LIMITED,0,NA,Entertainment & Media,INE367G01038,,0.0,0.0,,PFOCUS
13501,1.0,EQ,0,ALLCARGO LOGISTICS LTD,"26002,26011,26043,26080,26081,26082",NA,Logistics - Warehousing/Supply Chain/Others,INE418H01029,,0.0,0.0,,ALLCARGO
13507,5.0,ST,0,MOXSH OVERSEAS EDUCON LTD,0,NA,NA,INE0N6D01014,,0.0,0.0,,MOXSH
13510,1.0,EQ,0,AKASH INFRA-PROJECTS LTD,0,NA,NA,INE737W01013,,0.0,0.0,,AKASH
13511,1.0,EQ,0,MUNJAL AUTO INDUSTRIES LIMITED,0,NA,Auto Ancl - Others,INE672B01032,,0.0,0.0,,MUNJALAU
13515,1.0,BZ,0,OMKAR SPECIALITY CHEMICALS LIMITED,0,NA,Chemicals - Speciality,INE474L01016,,0.0,0.0,,OMKARCHEM
13517,5.0,EQ,0,EMAMI LIMITED,"26002,26011,26043,26076,26081,26082",NA,Personal Care,INE548C01032,,0.0,0.0,,EMAMILTD
13524,5.0,P3,0,ISPAT INDUSTRIES LIMITED - 12% CUMULATIVE REDEEMABLE PREFERENCE SHARES,0,NA,NA,INE136A04026,,0.0,0.0,,JSWISPATP3
13526,5.0,SM,0,HOMESFY REALTY LIMITED,0,NA,NA,INE0N7F01017,,0.0,0.0,,HOMESFY
13528,1.0,EQ,0,GMR AIRPORTS INFRASTRUCTURE LIMITED,"26002,26007,26011,26014,26037,26043,26072,26076,26081,26082,26085",NA,Airport & Airport Services,INE776C01039,,0.0,0.0,,GMRINFRA
13533,1.0,BE,0,NORTH EASTERN CARRYING CORPORATION LTD,0,NA,Logistics - Warehousing/Supply Chain/Others,INE553C01016,,0.0,0.0,,NECCLTD
13536,5.0,EQ,0,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,0,NA,Dyes & Pigments,INE632C01026,,0.0,0.0,,VIDHIING
13538,5.0,EQ,0,TECH MAHINDRA LIMITED,"20000,26002,26008,26011,26012,26029,26037,26038,26043,26055,26058,26072,26082",NA,IT Consulting & Software,INE669C01036,,0.0,0.0,,TECHM
13560,5.0,EQ,0,GRINDWELL NORTON LIMITED,"26002,26011,26030,26043,26076,26081,26082",NA,Abrasives And Grinding Wheels,INE536A01023,,0.0,0.0,,GRINDWELL
13565,1.0,EQ,0,SHREE RAMA NEWSPRINT LIMITED,0,NA,Paper & Paper Products,INE278B01020,,0.0,0.0,,RAMANEWS
13566,1.0,BE,0,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,0,NA,Non-Banking Financial Company (NBFC),INE323B01024,,0.0,0.0,,AVONMORE
13570,5.0,SM,0,RBM INFRACON LIMITED,0,NA,NA,INE0NA301016,,0.0,0.0,,RBMINFRA
13572,1.0,EQ,0,MANUGRAPH INDIA LIMITED,0,NA,Engineering - General,INE867A01022,,0.0,0.0,,MANUGRAPH
13577,5.0,EQ,0,VOLTAMP TRANSFORMERS LIMITED,"26011,26043,26082",NA,Power - Transmission/Equipment,INE540H01012,,0.0,0.0,,VOLTAMP
13580,1.0,EQ,0,RADIANT CASH MANAGEMENT SERVICES LIMITED,"26011,26043",NA,Services - Others,INE855R01021,,0.0,0.0,,RADIANTCMS
13582,1.0,BE,0,ATLANTAA LIMITED,0,NA,Construction / Contracting & Engineering,INE285H01022,,0.0,0.0,,ATLANTAA
13587,5.0,EQ,0,ACTION CONSTRUCTION EQUIPMENT LIMITED,"26002,26080,26081,26082",NA,Auto - Construction Vehicles,INE731H01025,,0.0,0.0,,ACE
13592,1.0,EQ,0,HOV SERVICES LIMITED,0,NA,IT Enabled Services,INE596H01014,,0.0,0.0,,HOVS
13598,5.0,EQ,0,SELAN EXPLORATION TECHNOLOGY L,"26011,26043",NA,Oil Drilling And Exploration,INE818A01017,,0.0,0.0,,SELAN
13611,5.0,EQ,0,INDIAN RAILWAY CATERING AND TOURISM COR LTD,"20004,26002,26011,26012,26022,26026,26037,26043,26058,26072,26082",NA,Travel Agen. / Tourism Deve. / Amusement Park,INE335Y01020,,0.0,0.0,,IRCTC
13620,5.0,EQ,0,ANANT RAJ  LIMITED,"26011,26043,26082",NA,Realty,INE242C01024,,0.0,0.0,,ANANTRAJ
13625,1.0,EQ,0,BINANI INDUSTRIES LIMITED,0,NA,Miscellaneous,INE071A01013,,0.0,0.0,,BINANIIND
13634,5.0,BE,0,SKY GOLD LIMITED,0,NA,Gems / Jewellery & Precious Metails,INE01IU01018,,0.0,0.0,,SKYGOLD
13637,1.0,EQ,0,JM FINANCIAL LIMITED,"26002,26011,26043,26080,26081,26082",NA,Finance & Investments,INE780C01023,,0.0,0.0,,JMFINANCIL
13642,1.0,GB,0,2.50%GOLDBONDS2030SR-III,0,NA,NA,IN0020220110,,0.0,0.0,,SGBDE30III
13643,5.0,EQ,0,ELECON ENGINEERING COMPANY LIMITED,"26002,26011,26043,26080,26081,26082",NA,Engineering - Heavy,INE205B01031,,0.0,0.0,,ELECON
13644,1.0,EQ,0,DSP NIFTY BANK ETF,0,NA,NA,INF740KA1RX3,,0.0,0.0,,BANKETFADD
13648,5.0,EQ,0,TALBROS AUTOMOTIVE COMPONENTS,0,NA,Auto Ancl - Engine Parts,INE187D01029,,0.0,0.0,,TALBROAUTO
13656,5.0,EQ,0,ALICON CASTALLOY LIMITED,"26011,26043",NA,Castings/Foundry,INE062D01024,,0.0,0.0,,ALICON
13658,5.0,EQ,0,GEECEE VENTURES LIMITED,0,NA,Construction / Contracting & Engineering,INE916G01016,,0.0,0.0,,GEECEE
13664,5.0,ST,0,ANLON TECHNOLOGY SOL LTD,0,NA,NA,INE0LR101013,,0.0,0.0,,ANLON
13668,1.0,BE,0,MADHUCON PROJECTS LIMITED,0,NA,Construction / Contracting & Engineering,INE378D01032,,0.0,0.0,,MADHUCON
13675,1.0,EQ,0,NUPUR RECYCLERS LIMITED,0,NA,NA,INE0JM501013,,0.0,0.0,,NRL
13683,1.0,EQ,0,MCNALLY BHARAT ENGINEERING COM,0,NA,Engineering - General,INE748A01016,,0.0,0.0,,MBECL
13688,1.0,EQ,0,ALLCARGO GATI LIMITED,0,NA,Couriers,INE152B01027,,0.0,0.0,,ACLGATI
13689,1.0,EQ,0,SAH POLYMERS LIMITED,"26011,26043",NA,Packaging & Containers,INE035801013,,0.0,0.0,,SAH
13694,1.0,BE,0,áINFOMEDIA PRESS LIMITED,0,NA,Printing/Publishing/Stationery,INE669A01022,,0.0,0.0,,INFOMEDIA
13701,5.0,ST,0,GOLDKART JEWELS LIMITED,0,NA,NA,INE06MH01016,,0.0,0.0,,GOLDKART
13702,1.0,EQ,0,VISHWARAJ SUGAR INDUSTRIES LIMITED,0,NA,Sugar,INE430N01022,,0.0,0.0,,VISHWARAJ
13710,5.0,EQ,0,FIEM INDUSTRIES LIMITED,"26011,26043,26082",NA,Auto Ancl - Equipment Lamp,INE737H01014,,0.0,0.0,,FIEMIND
13723,1.0,BE,0,JHS SVENDGAARD LABORATORIES LT,0,NA,Personal Care,INE544H01014,,0.0,0.0,,JHS
13725,1.0,EQ,0,DCB BANK LIMITED,"26011,26043,26082",NA,Finance - Banks - Private Sector,INE503A01015,,0.0,0.0,,DCBBANK
13730,1.0,EQ,0,INSPIRISYS SOLUTIONS LIMITED,0,NA,IT Consulting & Software,INE020G01017,,0.0,0.0,,INSPIRISYS
13731,5.0,SM,0,CHAMAN METALLICS LIMITED,0,NA,NA,INE06PV01010,,0.0,0.0,,CMNL
13739,1.0,BE,0,GLOBAL VECTRA HELICORP LIMITED,0,NA,Airlines,INE792H01019,,0.0,0.0,,GLOBALVECT
13741,1.0,BE,0,SHYAM TELECOM LTD,0,NA,Telecom Equipments & Accessories,INE635A01023,,0.0,0.0,,SHYAMTEL
13745,1.0,EQ,0,GTL INFRASTRUCTURE LIMITED,0,NA,Telecom Equipments & Accessories,INE221H01019,,0.0,0.0,,GTLINFRA
13750,5.0,EQ,0,GUJARAT FLUOROCHEMICALS LIMITED,"26002,26011,26043,26076,26081,26082",NA,Chemicals - Speciality,INE09N301011,,0.0,0.0,,FLUOROCHEM
13751,5.0,EQ,0,INFO EDGE (INDIA) LIMITED,"20004,26002,26011,26012,26029,26037,26040,26043,26072,26082",NA,Internet & Catalogue Retail,INE663F01024,,0.0,0.0,,NAUKRI
13753,1.0,EQ,0,MANOMAY TEX INDIA LIMITED,0,NA,Textiles - Weaving,INE784W01015,,0.0,0.0,,MANOMAY
13756,1.0,EQ,0,SHIVAM AUTOTECH LTD,0,NA,Auto Ancl - Others,INE637H01024,,0.0,0.0,,SHIVAMAUTO
13761,5.0,EQ,0,BHARAT BIJLEE LIMITED,26011,NA,Electric Equipment - Transformers,INE464A01036,,0.0,0.0,,BBL
13769,5.0,ST,0,DUCOL ORGS AND COLOURS LTD,0,NA,NA,INE0LZO01015,,0.0,0.0,,DUCOL
13771,1.0,EQ,0,AARVEE DENIMS & EXPORTS LIMITED,0,NA,Textiles - Denim,INE273D01019,,0.0,0.0,,AARVEEDEN
13776,5.0,EQ,0,GREAT EASTERN SHIPPING COMPANY LIMITED,"26002,26011,26036,26043,26080,26081,26082,26083,26085",NA,Shipping,INE017A01032,,0.0,0.0,,GESHIP
13786,5.0,EQ,0,TORRENT POWER LIMITED,"26002,26007,26011,26037,26043,26076,26077,26081,26082",NA,Power - Generation/Distribution,INE813H01021,,0.0,0.0,,TORNTPOWER
13791,1.0,EQ,0,PARSVNATH DEVELOPERS LIMITED,0,NA,Construction / Contracting & Engineering,INE561H01026,,0.0,0.0,,PARSVNATH
13794,1.0,EQ,0,BAID FINSERV LIMITED,0,NA,Non-Banking Financial Company (NBFC),INE020D01022,,0.0,0.0,,BAIDFIN
13796,1.0,EQ,0,MANALI PETROCHEMICALS LTD,"26011,26043",NA,Petrochem - Polymers,INE201A01024,,0.0,0.0,,MANALIPETC
13801,1.0,EQ,0,SUTLEJ TESTILES & INDUS LTD.,"26011,26043",NA,Textiles - General,INE645H01027,,0.0,0.0,,SUTLEJTEX
13810,5.0,EQ,0,GREENPANEL INDUSTRIES LIMITED,"26011,26043,26082",NA,Plywood/Laminates,INE08ZM01014,,0.0,0.0,,GREENPANEL
13812,1.0,BZ,0,FUTURE ENTERPRISES LIMITED (FEL),0,NA,Retail - Apparel/Accessories,INE623B01027,,0.0,0.0,,FEL
13814,1.0,EQ,0,KAMDHENU VENTURES LIMITED,0,NA,Paints/Varnishes,INE0BTI01037,,0.0,0.0,,KAMOPAINTS
13816,5.0,EQ,0,LT FOODS LIMITED,26082,NA,Agricultural Products,INE818H01020,,0.0,0.0,,LTFOODS
13821,1.0,EQ,0,RUCHIRA PAPERS LTD,0,NA,Paper & Paper Products,INE803H01014,,0.0,0.0,,RUCHIRA
13826,5.0,EQ,0,SOBHA LIMITED,"26002,26011,26021,26043,26080,26081,26082",NA,Realty,INE671H01015,,0.0,0.0,,SOBHA
13833,1.0,NO,0,IIFL FINANCE LTD SEC RE NCD 8.5% SR.I,0,NA,NA,INE530B07252,,0.0,0.0,,IIFLNO
13839,1.0,EQ,0,DONEAR INDUSTRIES LIMITED,0,NA,Textiles - Weaving,INE668D01028,,0.0,0.0,,DONEAR
13840,1.0,NP,0,IIFL FINANCE LTD SEC RE NCD 0% SR.II,0,NA,NA,INE530B07302,,0.0,0.0,,IIFLNP
13844,5.0,EQ,0,M M FORGINGS LTD,"26011,26043",NA,Forgings,INE227C01017,,0.0,0.0,,MMFL
13845,1.0,NQ,0,IIFL FINANCE LTD SEC RE NCD 8.75% SR.III,0,NA,NA,INE530B07294,,0.0,0.0,,IIFLNQ
13850,1.0,NR,0,IIFL FINANCE LTD SEC RE NCD 0% SR.IV,0,NA,NA,INE530B07286,,0.0,0.0,,IIFLNR
13852,1.0,NS,0,IIFL FINANCE LTD SEC RE NCD 8.65% SR.V,0,NA,NA,INE530B07310,,0.0,0.0,,IIFLNS
13854,1.0,NT,0,IIFL FINANCE LTD SEC RE NCD 9% SR.VI,0,NA,NA,INE530B07260,,0.0,0.0,,IIFLNT
13858,1.0,NU,0,IIFL FINANCE LTD SEC RE NCD 0% SR.VII,0,NA,NA,INE530B07278,,0.0,0.0,,IIFLNU
13859,5.0,EQ,0,VENUS REMEDIES LIMITED,0,NA,Pharmaceuticals,INE411B01019,,0.0,0.0,,VENUSREM
13868,5.0,EQ,0,AARTI PHARMALABS LIMITED,"26011,26043,26082",NA,Pharmaceuticals,INE0LRU01027,,0.0,0.0,,AARTIPHARM
13870,1.0,EQ,0,KUANTUM PAPERS LIMITED,"26011,26043",NA,Paper & Paper Products,INE529I01021,,0.0,0.0,,KUANTUM
13875,5.0,EQ,0,JINDAL DRILLING & INDUSTRIES L,0,NA,Oil Drilling And Exploration,INE742C01031,,0.0,0.0,,JINDRILL
13880,5.0,EQ,0,BANCO PRODUCTS INDIA LIMITED,26082,NA,Auto Ancl - Engine Parts,INE213C01025,,0.0,0.0,,BANCOINDIA
13890,5.0,EQ,0,HIND RECTIFIERS LIMITED,0,NA,Electronics - Equipment/Components,INE835D01023,,0.0,0.0,,HIRECT
13900,5.0,EQ,0,CREST VENTURES LIMITED,0,NA,Non-Banking Financial Company (NBFC),INE559D01011,,0.0,0.0,,CREST
13920,5.0,EQ,0,PLASTIBLENDS INDIA LIMITED,0,NA,Plastics - Plastic & Plastic Products,INE083C01022,,0.0,0.0,,PLASTIBLEN
13925,1.0,EQ,0,NATIONAL FERTILIZERS LIMITED,"26011,26043,26082",NA,Fertilisers,INE870D01012,,0.0,0.0,,NFL
13926,5.0,SM,0,ARISTO BIO TECH  AND LIFESC LTD,0,NA,NA,INE082101010,,0.0,0.0,,ARISTO
13941,1.0,EQ,0,PRAJAY ENGINEERS SYNDICATE LTD,0,NA,Construction / Contracting & Engineering,INE505C01016,,0.0,0.0,,PRAENG
13950,1.0,EQ,0,KOTAK NIFTY 1D RATE LIQUID ETF,0,NA,NA,INF174KA1LV5,,0.0,0.0,,LIQUID1
13951,1.0,EQ,0,PARAMOUNT COMMUNICATIONS LTD,0,NA,Cables - Power/Others,INE074B01023,,0.0,0.0,,PARACABLES
13966,5.0,EQ,0,HBL POWER SYSTEMS LIMITED,"26002,26011,26043,26080,26081,26082",NA,Auto Ancl - Batteries,INE292B01021,,0.0,0.0,,HBLPOWER
13976,5.0,EQ,0,TANLA PLATFORMS LIMITED,"26002,26011,26036,26043,26080,26081,26082,26083",NA,IT Consulting & Software,INE483C01032,,0.0,0.0,,TANLA
13981,1.0,GB,0,SOVEREIGN GOLD BOND SCHEME 2019-20 û SERIES V 2.50%GOLDBONDS2027SR-V,0,NA,NA,IN0020190370,,0.0,0.0,,SGBOCT27
13982,5.0,EQ,0,JASH ENGINEERING LIMITED,0,NA,NA,INE039O01011,,0.0,0.0,,JASH
13987,1.0,EQ,0,ADITYA BIRLA SUN LIFE NIFTY BANK ETF,26048,NA,NA,INF209KB17D5,,0.0,0.0,,ABSLBANETF
13991,1.0,N1,0,TATA COFFEE LIMITED - REDEEMABLE NON CONVERTIBLE DEBENTURES (NCD),0,NA,NA,INE493A07040,,0.0,0.0,,TATACOFFEEN1
14001,1.0,BE,0,SITI NETWORKS LIMITED,0,NA,Entertainment & Media,INE965H01011,,0.0,0.0,,SITINET
14003,1.0,EQ,0,ZEE MEDIA CORPORATION LIMITED,0,NA,Entertainment & Media,INE966H01019,,0.0,0.0,,ZEEMEDIA
14005,1.0,NE,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 9.80% SR.I,0,NA,NA,INE244L07275,,0.0,0.0,,IBUCCREDITNE
14008,1.0,EQ,0,AVT NATURAL PRODUCTS LIMITED,0,NA,Agricultural Products,INE488D01021,,0.0,0.0,,AVTNPL
14010,1.0,NF,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD SR.II,0,NA,NA,INE244L07291,,0.0,0.0,,IBUCCREDITNF
14014,5.0,EQ,0,LUMAX AUTO TECHNOLOGIES LTD.,"26011,26043",NA,Auto Ancl - Others,INE872H01027,,0.0,0.0,,LUMAXTECH
14017,1.0,NG,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD SR.II,0,NA,NA,INE244L07358,,0.0,0.0,,IBUCCREDITNG
14019,5.0,EQ,0,TIDE WATER OIL COMPANY INDIA L,26082,NA,Lubricants,INE484C01030,,0.0,0.0,,TIDEWATER
14021,1.0,NH,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 9.40% SR.III,0,NA,NA,INE244L07366,,0.0,0.0,,IBUCCREDITNH
14026,1.0,NI,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 10.05% SR.IV,0,NA,NA,INE244L07333,,0.0,0.0,,IBUCCREDITNI
14028,1.0,NJ,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD SR.V,0,NA,NA,INE244L07309,,0.0,0.0,,IBUCCREDITNJ
14030,1.0,NK,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 9.61% SR.VI,0,NA,NA,INE244L07390,,0.0,0.0,,IBUCCREDITNK
14032,1.0,NL,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 9.80% SR.VII,0,NA,NA,INE244L07317,,0.0,0.0,,IBUCCREDITNL
14034,1.0,NM,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 10.30% SR.VII,0,NA,NA,INE244L07283,,0.0,0.0,,IBUCCREDITNM
14036,1.0,NN,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 9.40% SR.VIII,0,NA,NA,INE244L07408,,0.0,0.0,,IBUCCREDITNN
14038,1.0,NO,0,NDIABULLS COMMERCIAL CREDIT LIMITED SEC RE NCD 9.85% SR.VIII,0,NA,NA,INE244L07416,,0.0,0.0,,IBUCCREDITNO
14040,1.0,N4,0,INCRED FINANCIAL SERVICES LIMITED SEC RE NCD 9.45% SR.I,0,NA,NA,INE321N07301,,0.0,0.0,,INCREDFINN4
14042,1.0,N5,0,INCRED FINANCIAL SERVICES LIMITED SEC RE NCD 9.80% SR.II,0,NA,NA,INE321N07285,,0.0,0.0,,INCREDFINN5
14043,1.0,EQ,0,SARLA PERFORMANCE FIBERS LTD,0,NA,Textiles - Processing/Texturising,INE453D01025,,0.0,0.0,,SARLAPOLY
14045,1.0,N6,0,INCRED FINANCIAL SERVICES LIMITED SEC RE NCD 9.65% SR.III,0,NA,NA,INE321N07277,,0.0,0.0,,INCREDFINN6
14049,1.0,N7,0,INCRED FINANCIAL SERVICES LIMITED SEC RE NCD 10% SR.IV,0,NA,NA,INE321N07293,,0.0,0.0,,INCREDFINN7
14051,1.0,GS,0,GOI LOAN  7.26%,0,NA,NA,IN0020220151,,0.0,0.0,,726GS2033
14052,5.0,SM,0,GAYATRI RUBBERS AND CHEMICALS LIMITED,0,NA,NA,INE0LVM01018,,0.0,0.0,,GRCL
14058,5.0,EQ,0,SANGHVI MOVERS LIMITED,"26011,26043,26082",NA,Auto - Construction Vehicles,INE989A01024,,0.0,0.0,,SANGHVIMOV
14063,1.0,EQ,0,WANBURY LIMITED,0,NA,Pharmaceuticals,INE107F01022,,0.0,0.0,,WANBURY
14064,1.0,EQ,0,BARTRONICS INDIA LIMITED,0,NA,IT Enabled Services,INE855F01042,,0.0,0.0,,ASMS
14068,5.0,EQ,0,SAGAR CEMENTS LTD,"26011,26043,26082",NA,Cement,INE229C01021,,0.0,0.0,,SAGCEM
14075,1.0,BE,0,BAG FILMS & MEDIA LIMITED,0,NA,Entertainment & Media,INE116D01028,,0.0,0.0,,BAGFILMS
14076,5.0,BE,0,JAI BALAJI INDUSTRIES LIMITED,"26002,26080,26081,26082",NA,Steel - Sponge Iron,INE091G01018,,0.0,0.0,,JAIBALAJI
